furniture-10030001,かぼちゃクマさん
furniture-20004512,誰もお前の話など聞いていない、みんなただ退屈しているだけだ。大口でも叩かなければ、お互い傷つき合うしかない。
furniture-10004513,海賊の秘宝-海上の避難港
furniture-20004513,覚悟しておけ、海上で避難港を探すくらいなら、そのまま家に帰った方がいい。
furniture-10004514,海賊の秘宝-揺らめく故郷
furniture-20004514,これはお前の心だ、未来の希望と捨てられた幸福の間で躊躇う。
furniture-10004515,海賊の秘宝-遠望の帷
furniture-20004515,太陽、陸地、そして徘徊する海鳥たち。相変わらず、我々と関係ないものだけ美しく見える。
furniture-10004601,ドットの森-冒険用芝生
furniture-20004601,これを床に敷いて、後は丸い宝石がはめ込まれたバンダナを巻き、三角形の肩パッドをつけて、眠気を誘う交響曲のもとで自由気ままな冒険に出掛けよう。
furniture-10004602,ドットの森-謎の脆いブロック
furniture-20004602,一塊のブロックより一枚の銅貨が高い価値を持つなんて、考えたことあった？
furniture-10004603,ドットの森-生きたハンモック
furniture-20004603,寝てる間にこのハンモックは成長を始め、やがて君を呑み込めるほど大きくなり、そして……人生について考え始める。
furniture-10004604,ドットの森-合金のお鍋
furniture-20004604,もっと火を足せ！或いは操縦できるようになるかもしれないぞ！
furniture-10004605,ドットの森-往日のタンク
furniture-20004605,戦闘をより楽で迫力のあるものにしてくれる。以前は金銀財宝ではなく、テクニックで勝ち取る必要があった。
furniture-10004606,ドットの森-物思いに耽る切株
furniture-20004606,切株は思考できないが、その上に座る君にはできる。これは至って公平なことだ。君は彼のもてなしを受け、それと同時に彼は君を笑っている。
furniture-10004607,ドットの森-筋肉型看板
furniture-20004607,これら変わった形状の銃弾が実現する可能性について、考えたことはある？ない？ならきっと楽しめるよ。
furniture-10004608,ドットの森-ゆらめくテント
furniture-20004608,もう少し休んだら？ゆっくりしていっていいんだよ。昔は現実を受け入れるための幻想だったけれど、今や幻想はそれから逃げるため、或いはそれを変えるために存在するのだから。
furniture-10004609,ドットの森-通りすがりの熊
furniture-20004609,この世界では、この熊は人を傷つけない。でも君から傷つけることはできる……なら何故そうしないのか。それは我々が自由意志を持ち、やりたい放題できる高貴な人類だからよ！
furniture-10004610,ドットの森-勇気ある者の森
furniture-20004610,全てのキノコを食べつくしてもゲームが終わらない、その時まで探索を続けよう。
furniture-10004611,ドットの森-浮かぶツリーハウス
furniture-20004611,これを建てるには様々な材料が必要なうえ、マップの縦軸の上限も考慮に入れないといけない。
furniture-10004612,ドットの森-揺り起こせない酒瓶
furniture-20004612,酒瓶を手に、人生をひっくり返そう。命なんてつまらないものだし、物語以外に、真に楽しめるものなんてないんだ。
furniture-10003104,
furniture-20003104,
furniture-10002004,ポスター-キューブ作戦
furniture-20002004,2018年9月大型イベント-キューブ作戦限定ポスター
furniture-10002005,ポスター-低体温症
furniture-20002005,2019年1月大型イベント-低体温症限定ポスター
furniture-10002006,ポスター-深層映写
furniture-20002006,2019年5月大型イベント-深層映写限定ポスター
furniture-10004701,二輪車日記-セメントの床
furniture-20004701,専用車庫と同じくタイヤのズッ友で汚れや摩擦に強い。見かけた折には心ゆくまで踏みつけよう。
furniture-10004702,二輪車日記-武器棚
furniture-20004702,武器を手に、疾走する乗り物の上に乗るのは戦術人形のロマンである！今、こちらの商品をご購入いただければ、片手リロードの習得プログラムを受けられるおまけも付いてくる！
furniture-10004703,二輪車日記-工具棚
furniture-20004703,誰もが欲しがるメンテの必需品は全てここに揃っている。機械油、不凍液やその他大事な物まで……もちろんみんな大好きWD40だって入っている！
furniture-10004704,二輪車日記-商品棚
furniture-20004704,模型、記念品、腕章に弾丸。これらの物は見る人の奥底に眠るライダー願望を呼び起こす……特にバイクを買う余裕がないことに気づいた時には。
furniture-10004705,二輪車日記-パーツ棚
furniture-20004705,改造パーツは使用者に選択の自由をもたらしているような錯覚を与えるが、実際はそうではなく運命によって決められたことなのだ。そう、人生と同じように。
furniture-10004706,二輪車日記-ハンドル架け
furniture-20004706,ハンドル本体よりも、ハンドルがきちんと取り付けられているかのほうが大事かもしれない……人形の運転する車の後部座席から振り落とされそうになる指揮官にかかるGを計算する時は特に。
furniture-10004707,二輪車日記-戦術自転車
furniture-20004707,多くの軍備品を積むことができ、なんとガソリンでも動く。これさえあれば遠くに行ってキャンプして、星を見ることだって……世界の終末からの逃亡は出来ないが、これさえあればどんな場所へだって旅立てる！
furniture-10004708,二輪車日記-自転車展示台
furniture-20004708,お店の主要箇所に特別に置かれている自転車は売り手が絶対的な自信をもって売っている商品だ。ただ、購入後組み立ててもらう時に追加費用を払わされる……だから絶対に買うなよ！？本当に自分の欲しい物だけを買うんだ！いいね！？
