furniture-10030001,Pumpkin Mishka
furniture-10005506,Star of Amusement Park - Planetary Cruiser
furniture-20005506,You will not arrive in outer space on this ride. Especially not after you grow up.
furniture-10005507,Star of Amusement Park - Cyclone Roller Coaster
furniture-20005507,There are countless possibilities in the future of mankind//c but it is impossible to replace wars with the screams on the roller coaster.
furniture-10005508,Star of Amusement Park - Cyclone Station Platform
furniture-20005508,This is your last chance to change your mind! I know that you were kidnapped here by your friends. Now is the time to fight for freedom!
furniture-10005509,Star of Amusement Park - Souvenir Shop
furniture-20005509,Is there anything more commemorative than photos and souvenirs? Don't tell me memories?
furniture-10005510,Star of Amusement Park - Cotton Candy Shop
furniture-20005510,People usually compare dreams to cotton candies. Believe me//c dreams are far less soft and delicious.
furniture-10005511,Star of Amusement Park - Bumper Car Square
furniture-20005511,Want to drive a real car? Then you can't bump around like you don't care!
furniture-10005512,Star of Amusement Park - Amusement Park Ticket Gate
furniture-20005512,Come and buy some happiness! Otherwise why are you here? Is reality that terrible?
furniture-10005513,Star of Amusement Park - Vertical Shuttle Ride
furniture-20005513,People use this facility to experience death during peacetime. Maybe the false things are not necessarily wrong//c whether it be their feelings or T-Dolls.
furniture-10002012,Dragon Boat
furniture-20002012,The traditional competition makes the festival more unique//c and the joy of victory makes the festival even more joyful!
furniture-10002013,Zongzi Swing
furniture-20002013,Years come and go like the wind//c and the memories become legends//c and the legends will eventually be forgotten. The only thing that will be remembered is the taste of the festival.
furniture-10002014,Traditional Percussion
furniture-20002014,The drumming produces multiple effects – whether it be the festive atmosphere or the fighting spirit of the dragon boatman//c both will become in even higher spirits.
furniture-10002015,Zongzi Cat
furniture-20002015,Where did it come from? Why is it carrying a zongzi? These are not important questions. The festival requires a little mascot//c so that's why it's here.
furniture-10050701,Gems Agent
furniture-20050701,Experienced agents will always don an identity before their mission. An exquisitely crafted calling card is also a symbol of professionalism.
furniture-10050702,Time Throne
furniture-20050702,There is no such thing as an eternal throne. Power is like fine sand; it will leak from your grasp bit by bit.
furniture-10005601,South Sea Pavilion - Square Stone Tiles
furniture-20005601,It's not flooring. The kids are uncomfortable when playing on it//c and some of them even caught a cold. Thus//c everyone thinks poorly of it.
furniture-10005602,South Sea Pavilion - Little Rainforest Park
furniture-20005602,Look outside and realize that you're only a short distance away from true nature. Forests that will swallow you up//c the sticky air//c and cruel mosquitoes all await you.
furniture-10005603,South Sea Pavilion - Pavilion Counter
furniture-20005603,It provides you with drinks and music. Only customers who buy beverages may change the music//c and for a small tip you can adjust the volume too.
furniture-10005604,South Sea Pavilion - Patterned Carpet
furniture-20005604,Some people may notice the intricate and beautiful patterns. These people are often unhappy with the real world//c so be careful hanging around them.
furniture-10005605,South Sea Pavilion - Wine Cabinet
furniture-20005605,The cabinet displays many famous wines and spirits//c but they're packed so tightly that changing the bottles out is hard//c so they're not for sale.
furniture-10005606,South Sea Pavilion - Potted Banana
furniture-20005606,The poets saw that the bananas were lonely//c and so the poems they wrote for them have endured through the ages//c but what exactly is loneliness? Perhaps only the bananas know//c or perhaps it is only the bananas that don't know.
furniture-10005607,South Sea Pavilion - Potted Dandelion
furniture-20005607,The historians discovered to their surprise that these ornamental plants had been made into hand fans for over 1000 years. There's no need to make a fuss//c though; after all//c hand fans have been gone for nearly 50 years!
furniture-10005608,South Sea Pavilion - Pavilion Sofa
furniture-20005608,Hotel sofas typically only do their job when guests are about to leave//c so the only thing they remember are people's backs.
furniture-10005609,South Sea Pavilion - Beverage Cart
furniture-20005609,Have a drink and forget some of your ideals. Travel can't change anyone//c because people are all the same no matter which part of the world you visit.
furniture-10005610,South Sea Pavilion - Dessert Cart
furniture-20005610,Once people think of self-service without limits//c they'll eat lots of food even if it tastes bad - mankind created art to fight the thing known as "desire".
furniture-10005611,South Sea Pavilion - Breakfast Table
furniture-20005611,To travel is to eat breakfast in a different seat//c take calls in a different room//c and consider the things that are bothering you from a different angle.
furniture-10005612,South Sea Pavilion - Pavilion Chair
furniture-20005612,In inns//c chairs like these are mainly used to store luggage. After all//c what most people do and what they want to do tend to have no relation to each other.
furniture-10005613,South Sea Pavilion - Pavilion Parrot
furniture-20005613,Many people can also repeat what you say unconditionally//c and you don't need to feed them either. They just have to be bored enough.
furniture-10005614,South Sea Pavilion - Pavilion Square Table
furniture-20005614,Have a good discussion with your travelling companions about your upcoming plans. Then break them all//c one by one//c and fully enjoy the little things on your journey.
furniture-10005615,South Sea Pavilion - Pavilion Dining Table
furniture-20005615,Perhaps I ought to chat with the person sitting opposite of me. Our connection to the world shouldn't be limited to the newspaper at the breakfast table.
furniture-10045010,Detector Lv.0
furniture-20045010,Detector Lv.0
furniture-10045011,Detector Lv.1
furniture-20045011,Detector Lv.1
furniture-10045012,Detector Lv.2
furniture-20045012,Detector Lv.2
furniture-10045013,Detector Lv.3
furniture-20045013,Detector Lv.3
furniture-10045020,Scanner Lv.0
furniture-20045020,Scanner Lv.0
furniture-10045021,Scanner Lv.1
furniture-20045021,Scanner Lv.1
furniture-10045022,Scanner Lv.2
furniture-20045022,Scanner Lv.2
furniture-10045023,Scanner Lv.3
furniture-20045023,Scanner Lv.3
furniture-10045030,Memory Storage Lv.0
furniture-20045030,Memory Storage Lv.0
furniture-10045031,Memory Storage Lv.1
furniture-20045031,Memory Storage Lv.1
furniture-10045032,Memory Storage Lv.2
furniture-20045032,Memory Storage Lv.2
furniture-10045033,Memory Storage Lv.3
furniture-20045033,Memory Storage Lv.3
furniture-10045040,Analyzer Lv.0
furniture-20045040,Analyzer Lv.0
